text,label,summary
Please uplaod the previous work permit cancellation related document You uploaded an explanation without a signature. Please uplaod the explanation properly with the proof as explained. Kindly upload the passport whole used part with the PI visa seal from the Bangladesh embassy in Beijing China and the arrival stamp under the visa recommendation. 1. Kindly upload the passport whole used part with the PI visa seal and arrival stamp under the visa recommendation. 2. Please explain why did provide the misinformation in the visa recommendation application regarding travel history 3. Please upload a copy of the passport whole used part 4. Please upload the manpower statement of the company Please upload the previous work permit cancellation related document. Kindly respond to the shortfall properly 1. Please provide the scoring sheets interview outcome of the recruitment process with the details of the candidates name phone number email address and application copy .2. . Please resubmit the application after the departure of the expatriate from Bangladesh 1. Manufacturing of roof tiles and Cement Bricks Blocks are not included in the memorandum of association and in the stated business sector. It requires amendment of MoA first to go for the proposed products. 2.Your proposed investment is proposed to be reduced without explanation. Please explain the reason for this reduction. 3.You have proposed to change the whole package of machines meaning a total shift. Please consult all documents and decide on whether the machiines are required. If found required please submit invoice of the proposed machine. 4. You are frequently changing your equipment and machinery putting a lot of burden on this office. Please submit a requirement from a production engineer to authenticate your requirement. 5. No further shortfall will be given in case of any unsatisfactory explanation. 4. The letter of authorization is undated hence unacceptable. On this ground this application is not tenable. Why the change is needed 1. Upload updated copy of authorization letter and details of authorized person. 2. Write the name of the institution company industrial project in Bengali. 3. Kindly input all existing registration information with latest amendment to the yellow part and input information which will be amended to the green side. 4. Why will be reduced value of machinery pls explain. 5. Why you want to amend BIDA registration please explain as per Board Resolution at serial no. 12. 6. Please mention date memo number in serial no.11 which have been BIDA Registration Amendment at past 7. Previous importable machinery value BDT 51.00 million. Grand total with amended value 5. 884. Is it possible Pls explain. The visa recommendation will be considered if you ensure that in the future for the work permit the expatriate must receive the E visa from the Bangladeshi mission as mentioned in the E visa application..,Shortfall,
a. Correct the product number according to the amendment. b. Same voucher for locally collected machines has been uploaded several times. Please remove these. c. Upload proper statement or copy in attachment 9 and 10. d. Name of the products mentioned in Recommended Annual Production Capacity as per IRC does not match according to the registration amendment copy. e. Uploaded machinery list does not support the production procedure. f. The applicant organization has mentioned that it has problem to import raw material and it is now under the jurisdiction of the court. Please state the present condition of the problem. g. Uploaded production procedure is not understandable. h. According to the uploaded Memorandum Mr. Bishwanath Sarker is chairman but in the application it has been mentioned that he is director. Please correct the information or upload form XII if there is change. In the inspection officer part it has been taken total 1 days 2 hours 8 7 6 5 hours 26 hour in 4 times. Director MD. AHOSANUL HOQUE MILON along with his officers has been advised several times Ten minutes to Two and half an hour discussion to upload the document correctly and logically. But the applicant has taken more than 03 months to submit the document in 3 times. It reflects that negligence of the owner of the company about getting the 3rd Ad Hoc recommendation. Please submit the asked document explanation within 03 Three days. After satisfactory submission of the document the project will be inspected physically. Otherwise the inspecting officer will give report mentioning the present condition of the applicant. 1. Changes in product name can be reorganize separately product name could be Sl 1 2 3 4..... with separate production capacity. 2. Beside as the factory space is by rental bond it can not be shown as investment 1. class of business sector totally changing 2. existing product list is not filled up. Newly added product is not similar with their previous product 3. in case of rented property it can not be shown as investment. this time they may refine it. 4. A meeting has been called regarding your organization. It would be advisable to apply for amendments later on as per the discussion and decision of the meeting. Please fill up section 12 and provide a board resolution with the same agenda to resolve the issue. Price of Dollar and Sales price do not match. Only changes machinery listed in proposed part. Submit approved machinery list of BIDA. 1 1. Please exclude dry meat product from product list. 2. Only Bangladesh has to be mentioned as a source of financing as a local industry. please Lc Copy Bank certificate and Bank statement need to be attached Thanks 1 Trade licence details Fire License Information Details Environment Clearance Certificate Detail Authorized Bank Information Details 21. Membership of the Chamber Association Information Details Pickles Juices Beverages Salty Snacks Meat Food Hair Meat Food Hair Grand Total Grand Total 73070000 Grand total in words Seven Crore Thirty Lakh Seventy Thousand .,Shortfall,
1 Raw Materials Raw Materials Please submit BIDA registration with machinery list and incorporation with the memorandum of articles. Please submit valid and updated trade license and fire license. 1 Raw Materials Raw Materials 1 Raw Materials Raw Materials Trade licence details Incorporation Issuing Authority TIN Issuing Authority Fire license information Membership of Chamber Association information Copy of Fire License LC copy against machineries imported and purchase voucher in case of locally procured machineries 8 Raw material and finished goods are the same which is not acceptable. Please input the correct information. 1 The explanation and application are not parallel. if not clear kindly discuss with the BIDA officials over the phone Please submit below documents 1. The company s board resolution in favor of changing amending the name of the chairman. 2. Form 117 Form 12 Form 15 and Schedule 10 if applicable approved by the Registrar of Join Stock 1. Please fill the column 6 7 properly 2. desktop computers are available locally. Please explain why need to import desktop computers as capital machinery..,Shortfall,
As per the uploaded passport the expatriate came to Bangladesh on 26.12.2021 and still he is in Bangladesh. Please resubmit the application after the departure of the expatriate from Bangladesh. Again request Kindly mention foreign investing country name and equity amount to the column 7 to application form. The proposal for the opening of the liaison office has been DEFERRED. The company shall have to 1. explain with supporting documents why the share capital of the parent company is USD 13.00 only 2. clearly state the exact activities to be performed in Bangladesh. The proposal for opening of the Liasion office has been DEFERRED. The company shall 1. submit explanation with supporting document on how it will bear the expenses of the liaison office in Bangladesh as the parent company is not financially solvent 2. clearly state the exact activities it will perform in Bangladesh. The company shall submit an undertaking that the shareholder DSA Corporate Services Ltd. will take all financial responsibility of the liaison office in Bangladesh. It is not clear that who has signed the undertaking for DSA Corporate Services Ltd. Please submit duly signed and stamped copy and submit the hard copy to BIDA please submit 1. Paper clipping showing advertisement made for recruitment of local personal prior to the appointment of the expatriate s 2. the company has submitted qualified audit report please submit 1. Paper clipping showing advertisement made for recruitment of local personal prior to the appointment of the expatriate s 2. Up to date Income tax clearance certificate Organization 3. audited financial statement 1. Please mention and clarify the business sector in Activities in Bangladesh . 2. Explain why the company is having loss. How the expenditure of Bangladesh office will be maintained please explain with which authority s approval the liaison office took loan from its director .,Shortfall,
Please reposed the shortfall Please upload the bank statement of the salary payment in favor of the investor employee for the previous working period as proof that the salary paid to the employee by the Bank according to the FERA act and Income tax ordinance mark with the salary transactions for the previous working period . If not clear kindly discuss over the phone 1. Please upload the up to date income tax certificate paid in full for the assessment year 2021 22 2. kindly upload the proofs of the source tax deduction from the expatriate s salary for the assessment year 2022 23 3. Effective date of the first work permit is not correct kindly revise it properly 4. Please upload the latest from XII and schedule X for the company 5. Please upload Director list approved by BIDA 1. Please upload the copy of the passport whole used part 2. salary less than the BIDA Guideline as well as less than the previous work permit which is not acceptable. Please increase properly. 3. Please upload the up to date income tax certificate paid in full for the assessment year 2020 21 and 2021 22 proofs of the source tax deduction from the salary of the expatriate for the assessment year 2021 22. 4. Please explain the causes for submitting the income tax return under section 91 1. Please input all existing information of the registration letter with the information of latest amendment to the yellow part. 2. Please upload latest Form XII issued by RJSC F for amending director list. Basic salary less than the BIDA guideline.Please increase the Basic salary properly A. Please provide the scoring sheets interview outcome of the recruitment process with the details of the candidates name phone number email address score interview date and application copy . B.Deadaline of the application 25.3.2024 Borad resolution issued on 18.1.2024. This means that you hired an expatriate without completing the proper recruitment process. Please upload the proper board resolution and appointment letter C.Please submit a proper replacement plan for local employees by providing training by this expatriate. A. Please see the BIDA guideline 2023 at the following link https bida.gov.bd storage app media pdf Guideline2023.pdf B. Kindly fulfill the recruitment process properly as per the BIDA guideline page 22 . and then resubmit the application. C. Please provide the scoring sheets interview outcome of the recruitment process with the details of the candidates name phone number email address score and application copy . D. Please submit copy of the published advertisement of as per the Guideline at least 2 two widely circulated Bangladeshi national dailies and 1 one job related Bangladeshi website. The job advertisement has to be as per the BIDA guidelines. The deadline of the application has to be a minimum of 15 days and the job advertisement has to be as per BIDA guideline E. Please see the BIDA guideline 2023 at the following link in the BIDA website https bida.gov.bd storage app media pdf Guideline2023.pdf F. Kindly increase the salary properly as per the BIDA guideline page 35 . and then resubmit the application. Please see the existing exchange rate https www.bb.org.bd en index.php econdata exchangerate G.Please upload the copy of the passport whole used part 1. Please upload the copy of the passport whole used part 2. Please upload manpower statement according to the cheklist 3. House rent should be USD 350 or the standard amount Please recheck the basic salary with the BIDA guideline. Application deadline 25.3.2024. Please resubmit after complete the recruitment process. 1. Please follow the previous shortfall 2. If you don t understand the shortfall kindly discuss it over the phone..,Shortfall,
Please upload the BIDA registration letter amendment letter mentioning the new office address. 1. The security clearance was issued with the remark 2. Please submit the income tax returns and certificates calculation of the taxes and related documents and kindly clarify showing with the calculations that you fulfill the above condition properly deduct income tax properly as per the instruction of the security service division period from the first working days. 1. The security clearance was issued with the remark 2. Please submit the income tax returns and certificates tax calculations and related documents. Kindly clarify showing with the calculations that you fulfilled the above condition properly as per the instructions for the security service division 3. The expatriate worked in Bangladesh illegally under the B visa for 653 days. Why the work permit will not be cancelled Please explain Note Please follow the above observation and resubmit the application properly. The application processing is a fully automatic and online process. If you have confusion about the observations or the next course of action you may call OR mail for clarifications. Physical visits are generally discouraged in order to maintain neutrality and transparency of decisions. passport number of the first work permit is not match with the last work permit Kindly mention the Medical facility and tax facility in the salary structure in the application Visa was valid up to July 2023. Why did you not endorse the exit visa in the passport before issuing the release order Please uplaod the latest from XII and schedule X of the company. Note Please follow the above observation and resubmit the application properly. The application processing is a fully automatic and online process. If you are confused about the observations or the next course of action you may call over the phone OR mail for clarifications. Physical visits are generally discouraged to maintain neutrality and transparency of decisions. proposed amendment field should be fulfilled properly in application form 1. The security clearance was issued with the remark 2. Please submit the income tax returns and certificates calculation of the taxes and related documents and kindly clarify showing with the calculations that you fulfill the above condition properly deduct income tax properly as per the instruction of the security service division period from the first working days. 3. The expatriate worked in Bangladesh illegally under the B visa for 653 days. Why the work permit will not be canceled Please explain Please uplaod the latest from XII and schedule X of the company. Note Please follow the above observation and resubmit the application properly. The application processing is a fully automatic and online process. If you are confused about the observations or the next course of action you may call over the phone OR mail for clarifications. Physical visits are generally discouraged to maintain neutrality and transparency of decisions..,Shortfall,
1.Front page of passport is still missing 2.Designation should be same as in previous work permit 1.Copy of passport should be submitted properly 2.Please open a bank account immediately in favor of this investor and submit the account details 3.Designation should be same as in previous work permit 4.Registration letter of industrial project with BIDA should be submitted 1. Please uplaod the copy of the passport whole used part 2. Please upload the manpower statement as per the checklist. The name of one director is missing from the list please fill up section 2 annual production capacity . 1. Please submit the outcome result sheet of the job advertisement 2. Why the expatriate is the best choice for the post Why did not hire any local employee Kindly clear. 3. Please upload the manpower list according to the checklist. A. As per the BIDA registration The Company is not eligible to hire the expatriate The number of the expatriate is not mentioned in the BIDA registration . Please upload the proper amendment copy mentioning the number of local and foreign manpower B.Please upload income tax certificate for the assessment year 2023 24 1.Some of the experience certificate is not clear to read please submit clear copy meet BIDA officials to explain the necessity of this employee Why this person needs to be recruited from abroad Please upload the up to date income tax certificate paid in full for the expatriate for the assessment year 2020 21 and 2021 22.,Shortfall,
1. renew work permit up to the last day of stay in Bangladesh 2. submit tax certificate under section 91 up to the last day of stay in Bangladesh 1. renew work permit up to the last day of stay in Bangladesh 2. submit tax certificate under section 91 up to the last day of stay in Bangladesh Please submit a recommendation from PD MGMCL has requested to extend work permit beyond 05 years https bidaquickserv.org uploads 2022 04 BIDA WPE 625f9931587f65.12834601.pdf Deferred The proposal was deferred 1. Please explain why work permit extension is required beyond 5 year. please 1. explain why work permit was not renewed in last 05 years 2. submit bank statement of the salary payment in favor of the investor employee 3. Applicant s income tax clearance certificate return acknowledgment certificate 1. please submit the Applicant s Income tax clearance certificate Tax return acknowledgment certificate of the assessment year 2019 20 2. explain why this employee is required for more than 5 years Please submit Bank statement of the salary payment in favor of the investor employee 1 Please submit Bank statement of the salary payment in favor of the investor employee 2 please submit i the reasons for extension of the work permit with the supporting documents ii a replacement plan of the foreign worker with local worker along with supporting documents iii submit a plan with supporting documentation on how the foreign worker trains and develops local worker as his successor iv submit a training manual incorporating the evaluation method for conducting training for local workers. v the experience and qualification of the position for which the foreign worker s work permit is proposed for extension vi the process observed with supporting documents in appointing the expatriate Please submit Bank statement of the salary payment in favor of the investor employee .,Shortfall,
Did not find any outward remittance related transaction in the Bank statement. How the foreigner sent retained salary to his own country. Please inform us how the expatriate sent family remittances to his own country with the proper documentation. Effective date in board resolution does not match with release order 1. Please provide the scoring sheet interview outcome of the recruitment process. 2. Kindly clarify why the expatriate is the best choice for the post Why did not hire any local employee for the post Kindly clear 1.Board resolution resignation and release order does not match 1. Please upload the bank statement of the salary payment in favor of the investor employee for the previous working period as proof that the salary paid to the employee by the Bank according to the FERA act and Income tax ordinance mark with the salary transactions for last year . 2. Please upload the proofs of the source tax deduction from the expatriate s salary for the assessment year 2022 23 Effective date of cancellation mentioned in board resolution does not match with release order 1. Please upload the copy of the passport each of the pages chronologically marked with the latest E visa seals latest arrival seal exit seal and final departure seal under the work permit 2. Please upload the valid work permit up to 15.4.2023 A. Please see the BIDA guideline for a chinse manager the Basic salary will be USD 1800. B. Kindly refer to the fact that without BIDA permission paying any remuneration financial and non financial facilities at home and abroad is illegal. Please ensure and mentioned all financial and non financial facilities in the application A. Please upload the valid work permit up to 31.12.2022 B. Please upload the up to date income tax clearance certificate under section 91 of the Income Tax ordinance 1984 up to the last departure date with return copy acknowledgement slip and payment document challan copy. Please mention the house rent in the salary structure as per the previous work permit..,Shortfall,
A. Kindly upload the passport whole used part with the E visa seal from the Bangladesh embassy in Beijing China and the arrival stamp under the visa recommendation. Please follow the above observation and resubmit the application properly. B.Why you provide miss information in that application Please explain C. The application processing is a fully automatic and online process. If you have confusion about the observations or the next course of action you may call OR mail for clarifications. Physical visits are generally discouraged to maintain neutrality and transparency of decisions. further such dealy application will not be allowed further such delay application will not be allowed. According to BIDA guideline in commercial operation manpower ratio local foreign is 20 1. So revise manpower. 1. Please upload the copy of the passport whole used part chronologically mark with the latest E visa seal latest arrival seal final departure seal exit visa seal under the work permit 2. Please also ensure the up to date income tax clearance certificate with the challan return copy under section 91 of the Income Tax ordinance 1984 up to the last departure date. 3. Late application As per the work permit condition the employer has to be notified to BIDA within seven days after the departure of the expatriate. Please explain the causes of the late application with the proper documents. 4. Please inform us how many work permits are pending for the cancellation if any work permit is pending you are requested to submit all applications within three days. Otherwise no application for cancellation of the work permit will be allowed in the 5. Please upload the board resolution mentioning the desired cancellation date Kindly upload the passport whole used part with the E visa seal from the Bangladesh embassy in Beijing China and the arrival stamp under the visa recommendation. Please follow the above observation and resubmit the application properly. The application processing is a fully automatic and online process. If you have confusion about the observations or the next course of action you may call OR mail for clarifications. Physical visits are generally discouraged in order to maintain neutrality and transparency of decisions. Please upload the bank statement of the salary payment in favor of the investor employee for the previous working period as proof that the salary paid to the employee by the Bank according to the FERA act and Income tax ordinance mark with the salary transactions for last year . 2. Kindly clarify how the expatriate remitted his family remittance in his home country A. Kindly upload the passport whole used part with the E visa seal from the Bangladesh embassy in Beijing China and the arrival stamp under the visa recommendation. Please follow the above observation and resubmit the application properly. B.Why you provide miss information in that application Please explain C. The application processing is a fully automatic and online process. If you have confusion about the observations or the next course of action you may call OR mail for clarifications. Physical visits are generally discouraged to maintain neutrality and transparency of decisions. A. You want to include some machinery in the registration according to your statment and board resolution please mention all machinery previous desired machinery name listed in the green part of the application and Please mention all previous machinery in the green part of the application. B.Please uplaod the copy of the previous amendment letter Note Please follow the above observation and resubmit the application properly. The application processing is a fully automatic and online process. If you are confused about the observations or the next course of action you may call over the phone OR mail for clarifications. Physical visits are generally discouraged to maintain neutrality and transparency of decisions. 1. please submit audited financial statement and work order contract in Bangladesh 2. the company wants the ex pat to stay more than 5 years as he the Country Manager https bidaquickserv.org uploads 2023 08 BIDA WPE 64cf33a23e78f0.81772226.pdf.,Shortfall,
1.Designation and currency of salary should be corrected in the application form 2.House rent should not be lees than taka 30000 3.Educational and experience certificate should be submitted 1.Please mention the Visa Recommendation reference number in the application correctly 2.Please upload the visa recommendation letter. 1. Please provide the scoring sheet interview outcome of the recruitment process with the details name phone number email address of the applicants 2. Kindly clarify why the expatriate is the best choice for the post. Why did not hire any local employee for the post 3. Please upload a copy of the passport whole used part Kindly meet with the BIDA official and show the original passport. Kindly meet with the BIDA official and show the original passport. A.Please submit copies of the published advertisement as per the Guideline at least 2 two widely circulated Bangladeshi national dailies and 1 one job related Bangladeshi website. The deadline of the application has to be 15 days and job advertisements have to be as per exactly BIDA guidelines B. Please inform us where the expatriate is now. If the expatriate is now in Bangladesh kindly ensure the departure of the expatriate before the resubmit the application. Kindly be informed that the expatriate must receive the E visa from the Bangladeshi mission as mentioned in the E visa application Otherwise the work permit will not be allowed. A. Please follow the previous shortfall B. Please inform us where the expatriate is. Kindly be informed that the expatriate must receive the E visa from the Bangladeshi mission as mentioned in the E visa application Otherwise the work permit will not be allowed. 1.According to memorandum of Article Mr. Yang Bin is the nominee director of the company so please apply for E visa 2.If Mr. Yang Bin has any share in Zheng Hong Electronics then he will get PI visa recommendation please submit the proof A. Please upload the clear scanned job advertisement B. Please upload the experience certificate 1.Basic salary should not be less than USD 1200 as per existing BIDA Guideline.,Shortfall,
The minimum Basic salary will be USD 1400 Please also mention house rent and other allownce seperatly Please revise the salary structre properly 1. Please provide the scoring sheets interview outcome of the recruitment process with the details of the candidates name phone number email address and application copy . 2. Kindly clarify why the expatriate is the best choice for the post. Why did you not hire any local employees for the position Kindly clarify it. 3. Please mention the brief job description of the expatriate specifically in the application. 4. Kindly refer to the fact that without BIDA permission paying any remuneration financial and non financial facilities at home and abroad is illegal. Please ensure and certify that you mentioned all financial and non financial facilities in the application also certify that beyond the work permit no financial and non financial facilities are provided to the expatriate. 5. Please inform where is the expatriate. Kindly inform that the expatriate has to receive the E visa from the Bangladesh mission as mentioned in the E visa application Otherwise the work permit will not be allowed. 6. Travel History is not correct. The expatriate in Bangladesh. Please resubmit the application after the departure of the expatriate from Bangladesh. 7. Please upload the manpower statement and encashment certificate as per the checklist A. Please see the BIDA guideline 2023 at the following link https bida.gov.bd storage app media pdf Guideline2023.pdf B. Kindly fulfil the recruitment process properly as per the BIDA guideline page 22 . and then resubmit the application. C. Please upload the copy of the passport whole used part and copy of the previous passport 1. Please provide the scoring sheets interview outcome of the recruitment process with the details of the candidates name phone number email address and application copy . 2. Kindly clarify why the expatriate is the best choice for the post. Why did you not hire any local employees for the position Kindly clarify it. 3. Please mention the brief job description of the expatriate specifically in the application. 4. Kindly refer to the fact that without BIDA permission paying any remuneration financial and non financial facilities at home and abroad is illegal. Please ensure and certify that you mentioned all financial and non financial facilities in the application also certify that beyond the work permit no financial and non financial facilities are provided to the expatriate. 5. Please inform where is the expatriate. Kindly inform that the expatriate has to receive the E visa from the Bangladesh mission as mentioned in the E visa application Otherwise the work permit will not be allowed. 6. Travel History is not correct. The expatriate in Bangladesh. Please resubmit the application after the departure of the expatriate from Bangladesh. 7. Please upload the manpower statement and encashment certificate as per the checklist A. Please upload the valid work permit up to the last departure seal B. Please upload the copy of the passport whole used part chronologically mark with the latest E visa seal latest arrival seal final departure seal exit visa seal under the work permit C.Please uplaod the security objection Please upload the previous work permit cancellation related documents. 1.Please upload a statement of manpower showing a list of local and expatriate personal employed with designation salary break up nationality and date of first appointment. Latest Copy 2. You have to mention a standard amount of house rent. Either he leaves Bangladesh 1. Please mention the standard amount of the house rent. 2. The expatriate working in another company Either he discontinues his job and leaves Bangladesh Please clarify whether earlier the expatriate worked in Bangladesh or not. .,Shortfall,
Irrelevant copy of security clearance has been submitted in all the field after given shortfall several times 6 years will exceed on 21.6.2021 1.Five years of employment has been completed on 22.02.2021 under E1 visa no further extension is possible 1.Five years of employment has been completed on 22.02.2021 under E1 visa no further extension is possible 1.Five years of employment has already been completed on 22.02.2021 under E1 visa no further extension is possible Please send back the employee 1.Please send back the employee. Sir The expatriate did not leave Bangladesh Please see doc 6 and give your kind decision. 1.Copy of board resolution was not found 2.Last five years salary of this employee was same which is not realistic 3.Please open a bank account immediately in favor of this employee and submit the account details 4.Five years of employment has been completed on 14.12.2020 5. The company has submitted an explanation in doc 12 regarding the necessity of the further extension of work permit now the case is forwarded for kind decision 1.Salary amount should be corrected in the application form.,Rejected,
office permission can be given on submission of work order contract in Bangladesh Please submit a work order in Bangladesh in a legal form and attested by the Procuring Entity of Bangladesh Government Please submit work order in Bangladesh a. Unit of Quantity mentioned in section 7 does not match the registration copy. b. Adjust the raw material cost as it is not correct for some products. c. Upload signature of the managing director without the seal of the company. d. Trade License Number mentioned in section 10 is not correct. e. Upload full fire license in attachment 6. f. Apply Date mentioned in section 14 is not correct. g. Information of section 3 and 4 is not correct. Adjust the raw material cost as it is not correct for some products. Adjust the raw material cost as it is not correct for some products. Director s name mismatches RJSC form 12. Please write down your director s name in accordance with RJSC form 12. Please submit the treasury challan of the environment application Please submit BIDA registration and raw materials criteria at section 7 as you have applied for IRC recommendation for the purpose of importing raw materials The address of the factory does not match with the address mentioned in the trade license..,Shortfall,
The proposal for the new work permit has been deferred for a not uploading the visa recommendation letter b not uploading passport with the visa seala and arrival seal and c Mentioning the the effective date correctly Please upload the Copy of both Passport Old New pls submit appropriate advertisement. pls submit appropriate advertisement Please be noted that the full salary has to be received through the bank submit the passport of Charniak Aliaksandr explain why a passport of a different passport has been submitted 1. it is apparent from the passport that the applicant is still in Bangladesh 2. work permit was valid until 08.02.2021. Cancellation can be given no later than that day. The proposal for the new work permit has been deferred for not submitting the previous work permit cancellation letter pls explain how the salary is 100000 USD per month....,Shortfall,
 . . . . 1.Please upload a Statement of manpower showing the list of local and expatriate personal employed with designation salary break up nationality and date of the first appointment. Latest Copy for the project. 2.Please upload the copy of the passport whole used part . 1.Basic salary should be USD 1000 and house rent should be USD 350 1. According to the BIDA records 16 E visa recommendations were issued in favour of the company. Local manpower is only 322. So manpower ratio is cover. kindly recheck the manpower statement. 2. Please upload the salary advice and payroll of the company for the last month. 3. Kindly clarify why the expatriate is the best choice for the post Why did not hire any local employee for the post 1. Please mention all financial and non financial facilities in the green part of the application 2. Salary structure does not match with the uploaded document kindly mention all elements of the compensation in the numeric figure in the board resolution appointment letter 3.if you are not clear regarding the shortfall kindly discuss over the phone House rent should be USD 350 or standard amount kindly increase properly. kindly mention accommodation life insurance facilities etc is the salary structure. Please increase the basic salary according to the appointment letter Please upload the valid work permit up to 23 Jun 2023 Please recheck the name of the expatriate you wrote the only given name did not write the Surname. kindly recheck and resubmit properly 1 The work permit was cancelled on 20.12.2016 but the expatriate used the E visa up to 14.11.2017. Which was totally illegal. Please explain the causes of the illegal stay in Bangladesh. 2. The visa recommendation will be considered a if you an undertaking that you must ensure the exit visa for expatriates while he finally left the company terminated from the company b if the expatriate uploads an undertaking that he never stays in Bangladesh for a single day illegally.,Shortfall,
please fill up section 4 5 and 8 properly Please fill up the annual production price at proposed column of section 2 1. please revise the salary as per Guidelines for providing permission for establishment of foreign commercial offices providing visa recommendations to foreign workers and issuing work permits to foreign workers in Bangladesh 2023 https bida.gov.bd acts laws circulars 2. Please submit the company s contract work order that the organization has signed for working in Bangladesh 3. please explain why the expatriate needs to work in Bangladesh more than 5 years please submit bank statement of last 03 months 1. Notification letter of Bangladesh Bank under section 18 B of the Foreign Exchange Regulation Act 1947 2. submit the return acknowledgment Why the person is indispensable AGM can be available in the local market. Please upload a copy of the passport whole used part . 1.Submitted copy of pay order in doc 11 is not readable please submit clear copy with the uploaded document kindly upload the work permit also 1. Please upload the copy of the passport chronologically mark with the latest E visa seals latest arrival seal final departure seal exit visa seal under the work permit 2. you have to upload the up to date income tax clearance certificate under section 91 of Income Tax ordinance 1984 up to the last departure date. 3.Please upload the work permit 1. Please upload the income tax certificate for the expatriate for the assessment year 2021 22 proof of the source tax deduction from the salary of the expatriate for the assessment year 2021 22 2. Please explain why the expatriate is indispensable for the company..,Shortfall,
on arrival is not applicable for the citizens of Mexico The previous salary was USD 12500 The proposed salary is USD 9000. After the previous shortfall they uploaded doc 12. Passport number is not correct.Please upload the proper amendment letter for the new passport Kindly discuss over the phone . Please fill the column for the others particular of the organization. Please submit the following information and documents i the reasons for extension of the work permit with the supporting documents ii a replacement plan of the foreign worker with a local worker along with supporting documents iii submit a plan with supporting documentation on how the foreign worker trains and develops local workers as his successor for the last 5 years iv submit a duly approved training manual having the evaluation method of the training for local workers. v the experience and qualification of the position for which a foreign worker is appointed vi the process and formalities with supporting documents observed in appointing the expatriate vii the duly approved Service Regulation where provisions of appointing foreign workers are described clearly. 1.Release letter in doc 05 should be deleted 1.Training list of local employee done by this foreign expatriate should be submitted 1.Clear copy of security clearance and passport should be submitted Why local HR could not be developed within this 5 years time .,Shortfall,
Please upload the Copy of Articles of Association and Memorandum of Association of the company with the latest director s list of Hitex International Trading Co. Limited Please also respond the shortfall Whether Mr. Wang Zhifeng is a shareholder of an Employee of Fitex International Trading Co. Limited. Note Please follow the above observation and resubmit the application properly. The application processing is a fully automatic and online process. If you are confused about the observations or the next course of action you may call over the phone OR mail for clarifications. Physical visits are generally discouraged to maintain neutrality and transparency of decisions. Kindly upload the clear scanned passport Please mention the page number and newspaper name in the advertisement. Please submit copies of the published advertisement as per the Guideline at least 2 two widely circulated Bangladeshi national dailies and 1 one job related Bangladeshi website. The deadline of the application has to be a minimum 15 days and job advertisements have to be as per BIDA guidelines With the existing salary benefits per the service contract the company also provides house rent medical conveyance and food. Please mention it in the salary structure in the online application . Please mention this in the salary structure. Please upload the whole passport. After the previous shortfall they uploaded doc 13 and resubmitted the application. Please upload copy of the Articles of Association and Memorandum of Association of the company with the latest director s list of Bidway Limited. Whether Mr. Wang Zhifeng is a shareholder of Employee of the Fitex International Trading Co. Limited The company will bear the cost for house rent medical conveyance and food. Please mention its in the salary structure in online application Kindly upload the whole passport A. Office address does not match with the BIDA registration. Please upload the proper amendment letter for the new address B. Please mention the page number in the job advertisement .,Shortfall,
Please mark the related part of the agreement where mentioned a you will provide the logistic support and the nominee organization will pay all salary b the nominee organization will provide the necessary manpower to providing technical service A. Please see the BIDA guideline 2023 at the following link https bida.gov.bd storage app media pdf Guideline2023.pdf B. Kindly fulfil the recruitment process properly as per the BIDA guideline page 22 . and then resubmit the application. C. Please provide the scoring sheets interview outcome of the recruitment process with the details of the candidates name phone number email address score and application copy . Please increase the salary as per the guideline D. Please submit a plan of substitute a local worker by giving training by the foreign worker for whom e visa recommendations have been sought E. . From the next application deadline of the application have to be 15 days and job advertisement has to published as per exactly BIDA guideline Note Please follow the above observation and resubmit the application properly. The application processing is a fully automatic and online process. If you are not clear regarding the above observation kindly discuss it over the phone OR email us. We are discouraged the visit regarding this issue. A. Please see the BIDA guideline 2023 at the following link https bida.gov.bd storage app media pdf Guideline2023.pdf B. Kindly fulfil the recruitment process properly as per the BIDA guideline page 22 . and then resubmit the application. C.If you are not clear kindly discuss this over the phone and then resubmit the application 1. Uploaded bank statement too hazy to read. Please upload the bank statement of the salary payment in favor of the investor employee for the previous working period as proof that the salary paid to the employee by the Bank according to the FERA act and Income tax ordinance mark with the salary transactions for last year . 2. Please clarify how the expatriate sent family remittances to his own country with the proper documentation Why the deadline of the application was not minmium 15 days kindly explain A. Please upload the properly attested LC by the bank and packing list. If possible kindly upload the B L B. Please inform the details activities of the foreign worker specifically according to the submitted agreement and L C. The effective date of the first Work Permit is not correct.Please reivse properly Why the expatriate overstayed under the previous work permit Please explain and pay tax for the over stayed period B. Please see the BIDA guideline 2023 at the following link https bida.gov.bd storage app media pdf Guideline2023.pdf C. Kindly increase the salary properly as per the BIDA guideline page 35 . And then resubmit the application. The minimum basic salary will be USD 1600 or equivalent Bangladeshi currency as per the existing exchange rate A. Company information .,Shortfall,
